episode,steps,actions,episode_reward,start_util,end_util,slo_breach,budget_overrun
1,794,686,255.56078005334538,1.0,1.0,0,700
2,452,452,174.66448049682097,1.0,0.9887049024659553,0,1092
3,66,65,179.3745898828644,1.0,0.9564249125364851,0,1097
4,860,854,172.62563433714254,1.0,0.9981792670583374,0,1898
5,666,295,489.43533692034623,1.0,1.0,0,2393
6,340,123,964.5843618976817,1.0,0.9508159765234494,0,2393
7,304,60,902.4428673835224,1.0,1.0,0,2393
8,483,142,1376.4157864675942,1.0,0.9993465195946601,0,2393
9,280,8,839.946211918632,1.0,1.0,0,2393
10,196,38,582.3178096024074,1.0,0.96303278611864,0,2393
11,598,150,1686.6119704371706,1.0,0.9358548849428958,0,2393
12,624,60,1871.7449017247561,1.0,1.0,0,2393
13,559,74,1675.2496346408057,1.0,1.0,0,2393
