episode,steps,actions,episode_reward,start_util,end_util,slo_breach,budget_overrun
1,353,223,610.7852507835016,1.0,0.7836028481053436,0,0
2,225,170,423.57230773999765,1.0,0.630069610463967,0,0
3,423,285,792.9381449568417,0.9993286695032612,0.7983936234573579,0,0
4,1477,1031,3117.4384411945402,1.0,0.690722978061144,0,0
