episode,steps,actions,episode_reward,start_util,end_util,slo_breach,budget_overrun
1,100,61,160.99674956993906,0.4004847618497458,0.7342220512024512,0,0
2,100,51,190.3974268218663,0.4004847618497458,0.7342220512024512,0,0
3,34,22,44.049661186373676,0.4004847618497458,0.4356608961810194,0,0
4,66,41,106.80074166570786,0.4004847618497458,0.7073614913978916,0,0
5,100,64,141.31592629331163,0.4004847618497458,0.6753227116489559,0,0
6,100,54,182.77803749604556,0.4004847618497458,0.7342220512024512,0,0
7,100,55,127.178851301748,0.4004847618497458,0.5516982013643366,0,0
8,100,37,181.95805858631863,0.4004847618497458,0.7342220512024512,0,0
9,100,23,186.62838211863848,0.4004847618497458,0.6329999065078624,0,0
10,100,5,123.13051750572292,0.4004847618497458,0.40048476184974574,0,0
11,100,6,126.54541955657987,0.4004847618497458,0.5389333609820535,0,0
12,100,0,120.24917233549255,0.4004847618497458,0.40048476184974574,0,0
13,100,0,120.14542856492353,0.4004847618497458,0.40048476184974574,0,0
