episode,steps,actions,episode_reward,start_util,end_util,slo_breach,budget_overrun
1,100,63,221.2772180288816,0.4004847618497458,0.787971079160069,0,0
2,100,74,203.68488021743119,0.4004847618497458,0.7471720227941043,0,0
3,100,52,209.42732733081758,0.4004847618497458,0.787971079160069,0,0
4,100,55,214.42866402097795,0.4004847618497458,0.7342220512024512,0,0
5,100,62,162.32538282626942,0.4004847618497458,0.6418460392242914,0,0
6,100,53,187.83299609232105,0.4004847618497458,0.6453366485956712,0,0
7,100,39,164.7763567837375,0.4004847618497458,0.6245574825414194,0,0
8,100,25,204.22086692077414,0.4004847618497458,0.7342220512024512,0,0
9,100,11,114.82509258631939,0.4004847618497458,0.30632116248746605,0,0
10,100,2,121.33899723482024,0.4004847618497458,0.40048476184974574,0,0
11,1,0,1.2014542955492373,0.4004847618497458,0.5203878094797967,0,0
12,23,0,27.633448577632446,0.4004847618497458,0.40048476184974574,0,0
13,76,0,91.80495338642575,0.4004847618497458,0.40048476184974574,0,0
14,100,2,116.73276614855112,0.4004847618497458,0.293374094669908,0,0
